,title,view,upload_date,like,description
127,Big Companies vs Startups | Which one should you choose in 2024? | Startups | MNC'S,1K views,6 months ago,About,"Big Companies vs Startups | Which one should you choose in 2024? | Startups | MNC'S

Tags :"
128,Hoare Partition Quick Sort | Lecture - 20 | GeeksforGeeks,3K views,6 months ago,About,"Ever wondered how computers sort things super fast?  
This video dives into the Hoare Partition, a secret weapon for "
129,GATE vs Placements🧑‍💻| Which one to choose after graduation? 🤔 | GATE | Engineering | GFG,1.2K views,6 months ago,About,"GATE vs Placements🧑‍💻| Which one to choose after graduation? 🤔 | GATE | Engineering | GFG
----------------------------
Tags:"
130,Futuristic Marvel Technologies that will blow your mind | Marvel | Metaverse | GFG,650 views,6 months ago,Videos,"5 Futuristic Marvel technologies that are now real | Marvel | Metaverse | GFG
------------------------
Tags:"
131,Learn Lomuto Partition | Lecture - 19 | GeeksforGeeks,1.9K views,6 months ago,About,"Lets Start with Lomuto Partition on Sorting.

READ MORE"
132,What is Dynamic Programming? |  Data Structures & Algorithms | GeeksforGeeks,1.1K views,6 months ago,Videos,"Welcome to the next video of our DSA Course, where we dive into the concept of DYNAMIC PROGRAMMING.
"
133,Top 7 questions asked in Microsoft interviews😎 | Microsoft | Interview Questions | Career Tips | GFG,2.7K views,6 months ago,About,"Top 7 questions asked in Microsoft interviews😎 | Microsoft | Interview Questions | Career Tips | GFG
-----------------------------------------------"
134,Learn Quick Sort (Naive Partition) in 5 Minutes | Sorting Playlist | Lecture -18 | GeeksforGeeks,907 views,6 months ago,About,"Unsure how Quick Sort works its magic?  This video dives into the heart of it - the Naive Partition!

Conquer Your Sorting Problems: Mastering Partition in Quick Sort with "
135,Python vs Java | Which one you should choose in 2024? | Python | Java | Machine Learning | GFG,6.4K views,6 months ago,About,"Python vs java | which one you should choose in 2024? | Python | Java | Machine Learning | GFG
----------
Data Structures and Algorithms in Python: "
136,Count Inversion in Array | Lecture 17 | GeeksforGeeks,2.6K views,6 months ago,About,"Tired of tangled data? This video dives into ""inversion count"" - a crucial concept in sorting algorithms like Merge Sort.  Learn how to identify misplaced elements and understand their impact on sorting efficiency."
137,Why so many CEOs are from India? | Decoded | Google | Microsoft | Adobe | GFG,1.2K views,6 months ago,About,"Why so many CEOs are from india? | Decoded | Google | Microsoft | Adobe | GFG
-----------------
Tags:"
138,Learn Union Sort in 10 Minutes | Sorting Playlist | GeeksforGeeks,967 views,6 months ago,Videos,Master the 
139,Intersection of Two Merge Sort Array | Free Tutorial | Lecture - 15 | GeeksforGeeks,740 views,6 months ago,Videos,"Have you mastered Merge Sort but still struggle with combining two pre-sorted arrays efficiently? 
This video dives deep into the intersection of two merge-sorted arrays, a crucial step in optimizing the Merge Sort algorithm."
140,Should you pursue Data Science in 2024? | Complete Roadmap | 50 LPA+ jobs | Data Science | GFG,1.5K views,6 months ago,About,"Should you pursue Data Science in 2024? | Complete Roadmap | 50 LPA+ jobs | Data Science | GFG
-----------
GFG Data Science Course: "
141,Learn Merge Sort Analysis with ‪@SandeepJainGfG‬  | GeeksforGeeks,553 views,6 months ago,About,"Level Up Your Coding: Sorting Mastery with  @SandeepJainGfG  
Welcome to Lecture-14 of our Sorting Playlist. In this video you will learn:
 "
142,Merge Sorting Algorithm with ‪@SandeepJainGfG‬ | Lecture 13 | GeeksforGeeks,1.1K views,6 months ago,About,Conquer Your Data Like a Pro: Mastering 
143,Upto 50 lpa+ Package 🫨 | From Zero to DevOps Engineer - DevOps Roadmap 2024  | What is Devops? 🤔,1K views,6 months ago,About,"From Zero to DevOps Engineer - DevOps Roadmap 2024 | Upto 50 lpa+ Package | What is Devops?
------------------------
Tags:"
144,Learn Merge Function of Merge Sort | Lecture 12 | GeeksforGeeks,719 views,6 months ago,Videos,Are you ready to learn 
145,How to Merge two SORTED ARRAYS with ‪@SandeepJainGfG‬  | GeeksforGeeks,1.1K views,6 months ago,Videos,"Level Up Your Coding: Sorting Mastery with  @SandeepJainGfG  
Welcome to Lecture-11 of our Sorting Playlist. In this video you will learn:
"
146,Whooping Salaries of CyberHub Gurgaon Employees and their Office Crushes| StreetStyle |CyberHub |GFG,1.8K views,6 months ago,About,"Whooping Salaries of CyberHub Gurgaon Employees and their Office Crushes| StreetStyle |CyberHub |GFG
------------------------"
147,Learn Merge Sort in 2 minutes | Episode - 10 | ‪@SandeepJainGfG‬ | Geeksforgeeks,921 views,6 months ago,About,"Are you ready to learn Merge Sort in just 2 minutes???
Let's start :
"
148,Learn INSERTION SORT in 10 minutes | ‪@SandeepJainGfG‬ | Episode- 9 | GeeksforGeeks,966 views,7 months ago,About,"Want to sort your data like a pro?  This video dives deep into Insertion Sort, a fundamental sorting algorithm used in Data Structures and Algorithms (DSA).
"
149,Become Zero to Hero in Digital Marketing😮 | Learn the Why's and How's of Digital Marketing | GFG,938 views,7 months ago,About,"Become Zero to Hero in Digital Marketing 😮 | Learn the Why's and How's od Digital Marketing | GFG
--------------------------"
150,Learn Selection Sort Algorithm | ‪@SandeepJainGfG‬ | Episode - 8 |  GeeksforGeeks,2K views,7 months ago,About,"Tired of messy data sets making your code cry?   

"
151,Learn Bubble Sort in 12 minutes | ‪@SandeepJainGfG‬ | Lecture 7 | GeeksforGeeks,1.4K views,7 months ago,About,"Hey are you done with our previous videos on sorting??
Then let's quickly learn "
152,Lecture-6 Learn Stability in SORTING - Beginners to Advance | GeeksforGeeks,1.1K views,7 months ago,About,#sorting
153,GeeksforGeeks Classroom Program | Delhi/NCR | Pune | Bengaluru | Offline Coding Classes Near You!,2.1M views,7 months ago,About,Explore GfG Classroom Programs Near you and visit today for free consultation: 
154,Lecture-5 Mastering Sorting Algorithms with Java: From Collections.sort to Custom Comparators,1.1K views,7 months ago,About,"Master Collection Sort Algorithms (Beginner-Friendly) with @SandeepJainGfG  
Welcome to Lecture-5 of our Sorting Playlist.  
"
155,Lecture-4  Arrays.sort() in Java Explained |  Primitive vs. Non-Primitive | GeeksforGeeks,1.2K views,7 months ago,About,"Level Up Your Coding: Sorting Mastery in Array with  @SandeepJainGfG  
Welcome to Lecture-4 of our Sorting Playlist.  
"
156,"Lecture-3 Java Sorting Explained: Arrays vs. Collections, Stability, and Algorithms | GeeksforGeeks",1.5K views,7 months ago,About,Level Up Your Coding: Sorting Mastery in Java with 
157,Lecture- 2 Mastering Sorting in C++: STL 'sort' Function Explained | GeeksforGeeks,1.6K views,7 months ago,About,"Welcome to Lecture-2 of our Sorting Playlist. In this, "
158,7 Game-Changing Productivity Tools You Need to Try! 🚀 | Maximize Your Efficiency | GFG,1.5K views,7 months ago,About,"7 Game-Changing Productivity Tools You Need to Try! 🚀 | Maximize Your Efficiency | GFG
------------------------------------------------------------------
Useful Links:"
159,Lecture -1 Introduction to Sorting Algorithms - Overview & Special Cases| GeeksforGeeks,7.5K views,7 months ago,About,"Get started with Sorting algorithms with the simplest and the most effective video explanation ever! This lecture is a part of the DSA Self-Paced Course by CEO & Founder Sandeep Jain. 
"
160,Get 40LPA+ Jobs - Top MERN Stack Interview Questions 2024 🧑‍💻| MongoDB |ReactJS | ExpressJS |NodeJS,2.1K views,7 months ago,About,"The Ultimate Roadmap for MERN Stack aspirants 🧑‍💻| MongoDB | ReactJS | ExpressJS | NodeJS | GFG
---------------------------------"
161,All about Product Management Roles 🧑‍💻  | Skills and Resources Explained |#noncodingjobs #prodman,2.8K views,7 months ago,About,All about Product Management Roles 🧑‍💻  | Skills and Resources Explained | 
162,How to Create a Job-Winning Resume: A Complete Guide 🫨 | Resume Making | Career Tips | GFG,1.6K views,7 months ago,About,"How to Create a Job-Winning Resume: A Complete Guide 🫨 | Resume Making | Career Tips | GFG

In this tutorial, you'll learn how to craft a standout professional resume. Whether you're new "
163,"Upto 40 LPA Jobs from Personal Branding 💸 | Linkedin, Youtube, Twitter, Freelancing 🚀 | GFG",1.7K views,8 months ago,Videos,"Unlock Up to 40 LPA Jobs Through Personal Branding 💸 | LinkedIn, YouTube, Twitter, Freelancing 🚀
"
164,9 High Paying Jobs AI Can't Replace 💸💡 High Demand Jobs 2024 | Geeks for Geeks,1.9K views,8 months ago,Videos,"9 High Paying Jobs AI Can't Replace 💸💡 High Demand Jobs 2024 | Geeks for Geeks 

In this video, we explore the fascinating world of jobs that artificial intelligence and automat"
165,"Upto 20 LPA Jobs For Freshers With These Top 7 Skills | Salary, Scope, Roles & Responsibility etc.",1.6K views,8 months ago,Videos,"Upto 20 LPA Jobs For Freshers With These Top 7 Skills | Salary, Scope, Roles & Responsibility etc. 
__________________________________
"
166,10-12 LPA JOBS for Freshers | Applications Closing Soon! Tech + Non Tech Roles | Job Vacancy 2024,3.2K views,8 months ago,Videos,"10-12 Lpa JOBS for Freshers Applications Closing Soon! Tech + Non Tech Roles | Job Vacancy 2024
__________________________________"
167,BUILD YOUR OWN UI/UX WEBSITE USING React.js | MERN Projects | GeeksforGeeks,5.4K views,8 months ago,About,"MERN Stack Projects | MongoDB, Express.js, React, Node.js | Website Projects
GitHub Link: "
168,"Get DREAM JOB with these NETWORKING TIPS! 💸💡LinkedIn, Referrals, Cold Messaging, Networking Events",1.4K views,8 months ago,Videos,"Get DREAM JOB with these NETWORKING TIPS! 💸💡LinkedIn, Referrals, Cold Messaging, Networking Events
"
169,RECURSION PRACTICE PROBLEM | Recursive Algorithm | DSA Course | GeeksforGeeks,1.1K views,8 months ago,Videos,"Complete DSA Course | Data Structures and Algorithms | GFG
💻In this video we will be discussing the famous practice questions on Recursion, ie. palindrome string, delete middle element of a stack, subsets. Get ready to dive into the world of recursi"
170,"Best Startup Ideas in College 2024 💸🚀| Earn Better than Placement? 🤑 | Guide, Ideas, Funding etc",1.5K views,8 months ago,About,"Best Startup Ideas in College 2024 💸🚀| Earn Better than Placement? 🤑 | Guide, Ideas, Funding etc  
_____________________"
171,Get 20LPA+ Jobs with these 5 Unique Project Ideas💡| Projects for Internships and Placements,3.4K views,8 months ago,Videos,"📌 Link for MRI Images: 
"
172,"Hate Coding? Upto 44 LPA Non Tech Jobs in 2024 💸 | Skills, Role and Salary Expected.",2.4K views,8 months ago,Videos,"Hate Coding? Non Tech Jobs upto 44 LPA in 2024 💸 | Skills, Role and Salary Expected
  
___________________"
173,Asking Coding Questions to Students Worth 20k Prices 🥳🤑| Kaun Banega Codepati ? 💸,1.3K views,8 months ago,About,"Asking Coding Questions to Students Worth 20k Prices 🥳🤑| Kaun Banega Codepati ? 💸
___________________
"
174,"Data Analyst vs Data Scientist vs Data Engineer | Differences, Skills, Salary & Responsibilities 💸",7.8K views,8 months ago,Videos,"Data Analyst vs Data Scientist vs Data Engineer | Differences, Skills, Salary & Responsibilities 💸
___________________
"
175,Top 8 Remote Jobs Websites For Freshers 🚀 |  Earn in Dollars | How to Get Remote Jobs in 2024?,3.1K views,9 months ago,Videos,"Top Websites For Remote Jobs! 🚀💸

"
